,total_sqft,bath,balcony,price,site_location,bhk
660,1269.72,2.0,2.0,68.0,Baner,2
661,1490.0,2.0,2.0,98.0,Baner,3
663,1101.0,2.0,2.0,65.0,Baner,2
664,400.0,1.0,0.0,14.0,Baner,1
666,1063.0,2.0,2.0,42.0,Baner,2
667,2319.0,3.0,2.0,180.0,Baner,3
668,1311.0,2.0,1.0,78.0,Baner,2
669,1525.0,3.0,2.0,96.0,Baner,3
670,1098.0,2.0,1.0,43.91,Baner,2
673,1247.0,2.0,1.0,59.8,Baner,2
674,3537.0,5.0,3.0,210.0,Baner,4
675,1719.0,3.0,2.0,116.0,Baner,3
676,2760.0,5.0,2.0,157.0,Baner,3
678,900.0,2.0,2.0,32.5,Baner,2
679,2776.0,4.0,2.0,195.0,Baner,3
680,1820.0,3.0,2.0,93.0,Baner,3
681,1150.0,2.0,2.0,65.0,Baner,2
682,1016.0,2.0,1.0,45.0,Baner,2
683,1045.0,2.0,1.0,36.58,Baner,2
684,985.0,2.0,1.0,49.0,Baner,2
685,1326.0,2.0,2.0,57.0,Baner,2
686,1210.0,2.0,2.0,45.0,Baner,2
687,1085.0,2.0,1.0,70.0,Baner,2
688,1420.0,3.0,2.0,85.0,Baner,3
689,1559.0,3.0,2.0,120.0,Baner,3
690,1113.0,2.0,1.0,50.0,Baner,2
691,1140.0,2.0,2.0,45.0,Baner,2
692,1194.0,2.0,1.0,71.64,Baner,2
693,1680.0,3.0,2.0,117.0,Baner,3
695,1100.0,2.0,2.0,57.0,Baner,2
696,1350.0,3.0,0.0,71.0,Baner,3
697,1210.0,2.0,3.0,75.0,Baner,2
698,1155.0,2.0,1.0,51.0,Baner,2
699,1345.0,2.0,2.0,106.0,Baner,2
700,1240.0,2.0,2.0,80.0,Baner,2
701,1200.0,2.0,2.0,80.0,Baner,2
702,1755.0,3.0,3.0,101.0,Baner,3
703,1231.0,2.0,2.0,50.0,Baner,2
704,1645.0,3.0,2.0,117.0,Baner,3
708,1002.0,2.0,1.0,40.08,Baner,2
709,1350.0,2.0,1.0,90.0,Baner,2
710,985.0,2.0,2.0,57.0,Baner,2
712,1255.0,2.0,2.0,55.5,Baner,2
713,2500.0,5.0,2.0,175.0,Baner,4
714,1650.0,3.0,2.0,101.0,Baner,3
715,1010.0,2.0,1.0,36.0,Baner,2
717,1695.0,3.0,2.0,125.0,Baner,3
718,1720.0,2.0,2.0,126.0,Baner,3
720,775.0,2.0,2.0,29.5,Baner,2
721,1160.0,2.0,1.0,40.53,Baner,2
722,2100.0,3.0,1.0,135.0,Baner,3
723,1061.0,2.0,1.0,33.84,Baner,2
724,1140.0,2.0,2.0,46.0,Baner,2
725,800.0,2.0,1.0,40.0,Baner,2
726,1234.0,2.0,2.0,51.0,Baner,2
728,700.0,2.0,1.0,34.0,Baner,2
729,2569.0,4.0,1.0,175.0,Baner,4
730,1330.0,2.0,1.0,93.65,Baner,2
731,1154.0,2.0,2.0,47.0,Baner,2
733,1035.0,2.0,1.0,39.33,Baner,2
734,1247.0,2.0,1.0,58.56,Baner,2
735,1168.0,2.0,1.0,68.0,Baner,3
736,1280.0,2.0,2.0,68.48,Baner,2
737,1465.0,2.0,3.0,60.0,Baner,2
738,1200.0,2.0,1.0,70.0,Baner,2
739,1260.0,2.0,1.0,82.0,Baner,3
740,1150.0,2.0,1.0,38.08,Baner,2
741,1806.0,6.0,2.0,116.0,Baner,3
742,1837.0,2.0,2.0,95.0,Baner,3
744,1150.0,2.0,0.0,70.0,Baner,2
745,1175.0,2.0,2.0,50.0,Baner,2
747,2265.0,3.0,3.0,159.0,Baner,3
748,1146.0,2.0,1.0,69.0,Baner,2
751,1417.0,2.0,3.0,75.0,Baner road,2
755,1060.0,2.0,1.0,55.0,Baner road,2
758,764.0,1.0,1.0,32.0,Baner road,1
759,1490.0,3.0,2.0,100.0,Baner road,3
761,1330.0,2.0,1.0,93.36,Baner road,2
763,1140.0,2.0,1.0,76.0,Baner road,2
765,1100.0,2.0,2.0,65.0,Baner road,2
767,1520.0,3.0,3.0,80.0,Baner road,3
771,1900.0,2.0,1.0,170.0,Baner road,3
772,989.0,2.0,0.0,60.0,Baner road,2
774,1058.0,2.0,2.0,60.0,Baner road,2
775,615.0,1.0,1.0,28.29,Baner road,1
776,664.0,1.0,1.0,35.0,Baner road,1
778,910.0,1.0,1.0,42.0,Baner road,1
779,1325.0,1.0,1.0,92.0,Baner road,2
781,750.0,2.0,0.0,50.0,Baner road,1
783,2072.0,4.0,2.0,159.0,Baner road,3
784,1938.0,3.0,3.0,113.0,Baner road,3
786,1545.0,3.0,3.0,85.0,Baner road,3
787,1999.0,3.0,2.0,135.0,Baner road,3
788,1654.0,2.0,3.0,85.0,Baner road,3
791,2658.0,5.0,3.0,187.0,Baner road,4
794,2774.0,4.0,3.0,208.0,Baner road,4
795,670.0,1.0,1.0,36.85,Baner road,1
796,1047.0,2.0,1.0,84.0,Baner road,2
797,900.0,2.0,0.0,65.0,Baner road,2
799,1380.0,2.0,2.0,95.0,Baner road,3
800,1126.0,2.0,1.0,69.0,Baner road,2
804,1594.0,3.0,2.0,99.0,Baner road,3
805,1213.0,2.0,1.0,63.0,Baner road,2
809,1300.0,2.0,1.0,120.0,Baner road,2
811,1693.0,3.0,2.0,125.0,Baner road,3
812,1395.0,2.0,3.0,79.0,Baner road,3
813,1560.0,3.0,1.0,90.0,Baner road,3
816,1308.0,2.0,1.0,89.04,Baner road,2
817,1221.0,3.0,2.0,65.0,Baner road,3
819,1917.0,3.0,2.0,110.0,Baner road,3
820,1571.0,3.0,2.0,83.0,Baner road,3
821,960.0,2.0,1.0,55.0,Baner road,2
822,1275.0,2.0,3.0,65.0,Baner road,3
826,3362.0,5.0,2.0,249.0,Baner road,4
827,2732.0,4.0,3.0,194.0,Baner road,4
829,1335.0,2.0,3.0,73.43,Baner road,3
832,3335.0,4.0,3.0,290.0,Baner road,4
833,3200.0,8.0,1.0,130.0,Baner road,9
834,1864.0,3.0,3.0,115.0,Baner road,3
835,1180.0,2.0,1.0,75.0,Baner road,2
836,1700.0,2.0,2.0,86.0,Baner road,3
838,1210.0,2.0,1.0,65.0,Baner road,3
840,1200.0,3.0,1.0,67.77,Baner road,3
842,1595.0,3.0,2.0,96.0,Baner road,3
843,1776.0,3.0,2.0,124.0,Baner road,3
844,1245.0,2.0,1.0,83.05,Baner road,2
846,1820.0,3.0,2.0,95.0,Baner road,3
850,3671.0,4.0,1.0,220.0,Baner road,4
851,1346.0,2.0,1.0,76.01,Baner road,2
853,1354.0,2.0,2.0,70.0,Baner road,2
856,1194.0,2.0,1.0,65.0,Baner road,2
857,1485.0,2.0,2.0,90.0,Baner road,3
862,1200.0,2.0,2.0,50.0,Bhandarkar Road,2
863,1285.0,2.0,2.0,82.0,Bhandarkar Road,2
864,1475.0,3.0,1.0,98.0,Bhandarkar Road,3
865,1693.0,3.0,3.0,108.0,Bhandarkar Road,3
866,1130.0,2.0,2.0,60.0,Bhandarkar Road,2
869,1020.0,2.0,1.0,48.45,Bhandarkar Road,2
871,1198.0,2.0,1.0,77.0,Bhandarkar Road,2
872,1984.0,4.0,1.0,146.0,Bhandarkar Road,3
873,1373.0,3.0,2.0,72.0,Bhandarkar Road,3
874,1060.0,2.0,1.0,62.0,Bhandarkar Road,2
875,1062.0,2.0,1.0,42.47,Bhandarkar Road,2
876,1101.0,2.0,2.0,65.5,Bhandarkar Road,2
877,1200.0,3.0,0.0,70.0,Bhandarkar Road,2
878,883.0,2.0,1.0,40.0,Bhandarkar Road,2
879,1620.0,2.0,1.0,110.0,Bhandarkar Road,3
880,1215.0,2.0,2.0,110.0,Bhandarkar Road,2
881,1200.0,3.0,2.0,44.0,Bhandarkar Road,2
882,1536.0,3.0,1.0,89.0,Bhandarkar Road,3
883,1160.0,2.0,2.0,36.0,Bhandarkar Road,2
884,1225.0,2.0,1.0,53.55,Bhandarkar Road,2
885,1121.0,2.0,1.0,43.72,Bhandarkar Road,2
886,1460.0,3.0,2.0,88.0,Bhandarkar Road,3
887,1300.0,2.0,1.0,85.0,Bhandarkar Road,2
888,1424.0,2.0,2.0,90.0,Bhandarkar Road,2
889,950.0,2.0,1.0,48.0,Bhandarkar Road,2
890,1350.0,2.0,0.0,83.0,Bhandarkar Road,3
891,1011.0,2.0,1.0,50.53,Bhandarkar Road,2
892,1219.0,2.0,2.0,40.0,Bhandarkar Road,2
894,1600.0,3.0,2.0,95.0,Bhandarkar Road,3
898,1996.0,3.0,2.0,135.0,Bhandarkar Road,3
899,1050.0,2.0,1.0,75.0,Bhandarkar Road,2
900,1252.0,2.0,2.0,55.0,Bhandarkar Road,2
901,1165.0,2.0,1.0,45.0,Bhandarkar Road,2
902,1450.0,2.0,3.0,89.6,Bhandarkar Road,3
904,2790.0,4.0,3.0,198.0,Bhandarkar Road,4
905,1210.0,2.0,1.0,60.0,Bhandarkar Road,2
907,1100.0,2.0,2.0,35.0,Bhandarkar Road,2
908,1116.0,2.0,2.0,37.0,Bhandarkar Road,2
909,2774.0,4.0,3.0,208.0,Bhandarkar Road,4
910,1620.0,3.0,1.0,110.0,Bhandarkar Road,3
911,1840.0,4.0,1.0,175.0,Bhandarkar Road,3
912,602.0,1.0,1.0,26.0,Bhandarkar Road,1
913,1216.0,2.0,1.0,75.0,Bhandarkar Road,2
915,1357.0,2.0,1.0,130.0,Bhandarkar Road,2
916,1250.0,2.0,1.0,68.0,Bhandarkar Road,2
918,2790.0,5.0,3.0,198.0,Bhandarkar Road,4
919,1200.0,2.0,2.0,67.0,Bhandarkar Road,2
920,1713.0,3.0,2.0,110.0,Bhandarkar Road,3
921,940.0,2.0,1.0,43.61,Bhandarkar Road,2
922,2456.0,3.0,3.0,220.0,Bhandarkar Road,3
923,1180.0,2.0,2.0,50.0,Bhandarkar Road,2
924,1151.0,2.0,1.0,43.16,Bhandarkar Road,2
925,1140.0,2.0,2.0,46.0,Bhandarkar Road,2
926,2515.0,4.0,3.0,155.0,Bhandarkar Road,3
927,1232.0,2.0,1.0,69.6,Bhandarkar Road,2
928,1194.0,2.0,2.0,46.0,Bhandarkar Road,2
930,1099.0,2.0,1.0,37.5,Bhandarkar Road,2
931,933.0,2.0,1.0,58.0,Bhandarkar Road,1
932,900.0,1.0,0.0,70.0,Bhandarkar Road,2
933,1510.0,3.0,2.0,83.05,Bhandarkar Road,3
934,1100.0,3.0,2.0,56.57,Bhandarkar Road,3
935,1128.0,2.0,1.0,65.58,Bhandarkar Road,2
936,1100.0,2.0,0.0,50.0,Bhandarkar Road,2
937,1547.0,2.0,2.0,103.0,Bhandarkar Road,2
939,1140.0,2.0,2.0,56.0,Bhandarkar Road,2
940,602.0,1.0,1.0,38.0,Bhandarkar Road,1
941,965.0,2.0,1.0,38.0,Bhandarkar Road,2
942,1060.0,2.0,1.0,42.5,Bhandarkar Road,2
943,1015.0,2.0,1.0,60.0,Bhandarkar Road,2
944,3000.0,6.0,3.0,300.0,Bhandarkar Road,6
945,1960.0,3.0,1.0,138.0,Bhandarkar Road,3
947,3150.0,3.0,1.0,290.0,Bhandarkar Road,3
950,1385.0,3.0,3.0,90.0,Bhandarkar Road,3
952,1370.0,2.0,2.0,87.0,Bhandarkar Road,3
953,1360.0,2.0,0.0,62.425,Bhandarkar Road,2
954,1116.0,2.0,3.0,51.91,Bhandarkar Road,2
956,1155.0,2.0,2.0,54.5,Bhandarkar Road,2
957,1170.0,2.0,3.0,50.0,Bhandarkar Road,2
959,1470.0,2.0,2.0,84.22,Bhandarkar Road,3
960,1175.0,2.0,2.0,50.0,Bhandarkar Road,2
962,1027.0,1.0,2.0,44.0,Bhandarkar Road,2
963,1000.0,2.0,1.0,44.0,Bhandarkar Road,2
965,1360.0,2.0,1.0,101.0,Bhandarkar Road,2
966,1241.0,2.0,1.0,64.0,Bhandarkar Road,2
967,986.0,2.0,1.0,31.0,Bhandarkar Road,2
968,2144.0,3.0,2.0,140.0,Bhandarkar Road,3
969,1012.0,2.0,1.0,68.0,Bhandarkar Road,2
970,1165.0,2.0,1.0,52.0,Bhandarkar Road,2
971,1160.0,2.0,2.0,64.08,Bhandarkar Road,2
972,1140.0,2.0,2.0,43.0,Bhandarkar Road,2
974,645.0,1.0,1.0,16.45,Bhandarkar Road,1
976,1564.0,3.0,1.0,103.0,Bhandarkar Road,3
977,530.0,1.0,1.0,18.0,Bhandarkar Road,1
980,912.0,2.0,1.0,70.0,Bhavani Peth,3
983,1753.0,3.0,2.0,120.0,Bhavani Peth,3
985,1694.0,2.0,2.0,150.0,Bhavani Peth,2
988,3900.0,4.0,2.0,410.0,Bhavani Peth,4
990,3000.0,5.0,3.0,250.0,Bhavani Peth,4
994,1168.0,3.0,0.0,70.0,Bhavani Peth,3
996,1700.0,3.0,3.0,135.0,Bhavani Peth,3
998,671.0,1.0,1.0,36.85,Bhavani Peth,1
999,1673.0,3.0,2.0,115.0,Bhavani Peth,3
1003,3000.0,4.0,2.0,240.0,Bhavani Peth,4
1004,1170.0,2.0,1.0,71.0,Bhavani Peth,2
1008,2400.0,6.0,0.0,130.0,Bhavani Peth,6
1009,1304.0,2.0,3.0,100.0,Bhavani Peth,2
1010,1525.0,3.0,2.0,90.0,Bhavani Peth,3
1014,1925.0,2.0,3.0,114.0,Bhavani Peth,3
1015,1636.0,3.0,2.0,85.0,Bhavani Peth,3
1017,1125.0,2.0,2.0,70.0,Bhavani Peth,2
1021,1314.0,2.0,2.0,78.0,Bhavani Peth,2
1022,2383.0,5.0,1.0,215.0,Bhavani Peth,4
1024,700.0,1.0,1.0,30.84,Bhavani Peth,1
1026,1108.0,2.0,1.0,67.15,Bhavani Peth,2
1027,948.0,2.0,1.0,75.0,Bhavani Peth,2
1030,1710.0,3.0,2.0,100.0,Bhavani Peth,3
1031,2245.0,4.0,2.0,154.0,Bhavani Peth,4
1032,2200.0,4.0,2.0,160.0,Bhavani Peth,3
1034,1056.0,2.0,1.0,60.0,Bhavani Peth,2
1035,550.0,1.0,1.0,16.0,Bhavani Peth,1
1036,1000.0,2.0,1.0,60.0,Bhavani Peth,2
1037,1266.67,2.0,0.0,69.0,Bhavani Peth,2
1039,4300.0,6.0,2.0,175.0,Bhavani Peth,6
1040,1903.0,6.0,2.0,140.0,Bhavani Peth,5
1043,2215.0,4.0,2.0,154.0,Bhavani Peth,3
1044,2250.0,3.0,1.0,200.0,Bhavani Peth,3
1046,2072.0,3.0,2.0,122.0,Bhavani Peth,3
1048,605.0,1.0,0.0,13.31,Bhavani Peth,1
1050,1517.0,2.0,2.0,125.0,Bhavani Peth,2
1052,2666.0,4.0,1.0,200.0,Bhavani Peth,3
1055,1713.0,3.0,1.0,120.0,Bhavani Peth,3
1058,1770.0,3.0,2.0,180.0,Bhavani Peth,3
1059,1600.0,3.0,0.0,140.0,Bhavani Peth,4
1060,1600.0,3.0,2.0,95.0,Bhavani Peth,3
1061,3000.0,6.0,2.0,150.0,Bhavani Peth,6
1065,1320.0,2.0,1.0,95.0,Bhavani Peth,3
1067,1550.0,3.0,2.0,85.0,Bhavani Peth,3
1068,1299.0,2.0,1.0,105.0,Bhavani Peth,2
1070,1318.0,2.0,1.0,68.0,Bhavani Peth,3
1073,1707.0,3.0,2.0,115.0,Bhavani Peth,3
1076,3420.0,4.0,2.0,225.0,Bhavani Peth,4
1079,860.0,2.0,0.0,56.0,Bhavani Peth,2
1080,1250.0,2.0,3.0,75.0,Bhavani Peth,2
1084,1350.0,1.0,1.0,145.0,Bhavani Peth,1
1086,1950.2,3.0,2.0,193.0,Bhavani Peth,3
1090,2340.0,5.0,1.0,160.0,Bhavani Peth,4
1091,1585.0,2.0,2.0,79.0,Bhavani Peth,3
1092,1210.0,2.0,3.0,69.0,Bhavani Peth,2
1093,1100.0,2.0,2.0,85.0,Bhavani Peth,2
1096,877.0,1.0,1.0,59.0,Bhavani Peth,1
1098,1630.0,2.0,1.0,98.0,Bibvewadi,3
1099,1225.0,2.0,2.0,47.6,Bibvewadi,2
1100,2000.0,4.0,0.0,120.0,Bibvewadi,4
1101,1460.0,2.0,1.0,58.0,Bibvewadi,2
1102,4500.0,7.0,3.0,337.0,Bibvewadi,5
1103,1020.0,2.0,1.0,40.0,Bibvewadi,2
1104,1019.0,2.0,2.0,49.85,Bibvewadi,2
1105,2376.0,3.0,1.0,203.0,Bibvewadi,3
1106,1300.0,2.0,1.0,50.0,Bibvewadi,2
1107,530.0,1.0,1.0,20.0,Bibvewadi,1
1108,1960.0,3.0,3.0,160.0,Bibvewadi,3
1109,1380.0,2.0,1.0,80.0,Bibvewadi,2
1112,1552.0,2.0,1.0,51.0,Bibvewadi,2
1113,1460.0,2.0,2.0,72.0,Bibvewadi,3
1114,3606.0,4.0,2.0,312.0,Bibvewadi,4
1115,1156.0,2.0,2.0,32.0,Bibvewadi,2
1116,1090.0,2.0,0.0,58.0,Bibvewadi,2
1117,2039.0,3.0,2.0,168.0,Bibvewadi,3
1118,987.0,2.0,1.0,49.0,Bibvewadi,2
1119,850.0,2.0,3.0,28.0,Bibvewadi,2
1120,1045.0,2.0,2.0,76.77,Bibvewadi,2
1121,1050.0,2.0,1.0,38.0,Bibvewadi,2
1122,1155.0,2.0,2.0,40.6,Bibvewadi,2
1123,1270.0,2.0,1.0,69.85,Bibvewadi,2
1124,1600.0,5.0,3.0,140.0,Bibvewadi,5
1125,1662.0,3.0,2.0,85.5,Bibvewadi,3
1126,1083.0,2.0,1.0,32.49,Bibvewadi,2
1127,1680.0,3.0,2.0,85.0,Bibvewadi,3
1130,1320.0,2.0,2.0,73.0,Bibvewadi,3
1131,1390.0,2.0,2.0,80.0,Bibvewadi,3
1133,2651.0,2.0,2.0,225.0,Bibvewadi,3
1134,1430.0,2.0,2.0,75.0,Bibvewadi,3
1136,1560.0,3.0,1.0,115.0,Bibvewadi,3
1137,1600.0,2.0,2.0,160.0,Bibvewadi,3
1138,1700.0,3.0,2.0,95.0,Bibvewadi,3
1139,1169.0,2.0,1.0,64.0,Bibvewadi,2
1140,1367.0,2.0,2.0,62.0,Bibvewadi,2
1141,1290.0,2.0,3.0,40.63,Bibvewadi,2
1142,1103.0,2.0,1.0,55.0,Bibvewadi,2
1143,1300.0,3.0,0.0,75.0,Bibvewadi,4
1144,1155.0,2.0,1.0,55.5,Bibvewadi,2
1145,1477.0,2.0,2.0,80.0,Bibvewadi,3
1146,3895.0,2.0,1.0,451.0,Bibvewadi,4
1147,1120.0,2.0,3.0,53.0,Bibvewadi,2
1148,970.0,2.0,1.0,55.0,Bibvewadi,2
1150,1000.0,2.0,1.0,38.5,Bibvewadi,2
1152,1500.0,2.0,3.0,82.0,Bibvewadi,3
1153,1476.0,3.0,1.0,125.0,Bibvewadi,3
1154,2400.0,3.0,1.0,150.0,Bibvewadi,3
1155,909.0,2.0,1.0,40.9,Bibvewadi,2
1156,1200.0,3.0,1.0,68.4,Bibvewadi,3
1158,1120.0,2.0,2.0,44.24,Bibvewadi,2
1159,1800.0,3.0,2.0,90.0,Bibvewadi,3
1160,1155.0,2.0,1.0,40.6,Bibvewadi,2
1161,1175.0,2.0,1.0,47.0,Bibvewadi,2
1162,1250.0,2.0,2.0,60.0,Bibvewadi,2
1163,1440.0,3.0,2.0,72.0,Bibvewadi,3
1165,1250.0,2.0,2.0,65.0,Bibvewadi,2
1168,664.0,1.0,1.0,35.4,Bibvewadi,1
1169,2300.0,3.0,2.0,142.0,Bibvewadi,3
1170,1500.0,2.0,1.0,50.0,Bibvewadi,2
1171,1133.0,2.0,2.0,40.0,Bibvewadi,2
1172,2504.0,3.0,3.0,138.0,Bibvewadi,3
1173,1110.0,2.0,2.0,110.0,Bibvewadi,2
1174,960.0,2.0,1.0,55.0,Bibvewadi,2
1175,1464.0,2.0,2.0,56.0,Bibvewadi,2
1176,1420.0,2.0,1.0,75.0,Bibvewadi,3
1177,1108.0,2.0,1.0,63.0,Bibvewadi,2
1178,975.0,2.0,1.0,50.0,Bibvewadi,2
1179,1295.0,2.0,1.0,55.47,Bibvewadi,2
1180,966.0,2.0,2.0,50.0,Bibvewadi,2
1181,1715.0,2.0,2.0,100.0,Bibvewadi,3
1183,945.0,2.0,1.0,45.0,Bibvewadi,2
1184,1817.0,3.0,2.0,110.0,Bibvewadi,3
1185,1698.0,2.0,1.0,105.0,Bibvewadi,2
1186,1333.0,2.0,1.0,86.65,Bibvewadi,2
1187,1976.0,3.0,1.0,145.0,Bibvewadi,3
1188,1935.0,4.0,2.0,125.0,Bibvewadi,3
1189,1320.0,2.0,2.0,65.0,Bibvewadi,3
1190,4500.0,4.0,3.0,345.0,Bibvewadi,4
1191,1752.12,3.0,2.0,125.0,Bibvewadi,3
1192,1184.0,2.0,1.0,78.0,Bibvewadi,2
1193,1100.0,3.0,2.0,58.0,Bibvewadi,3
1194,975.0,2.0,1.0,24.86,Bibvewadi,2
1195,1445.0,2.0,1.0,89.56,Bibvewadi,3
1196,1756.0,3.0,2.0,110.0,Bibvewadi,3
1197,1205.0,2.0,1.0,67.0,Bibvewadi,2
1198,1125.0,2.0,2.0,55.0,Bibvewadi,2
1199,1270.0,2.0,2.0,45.0,Bibvewadi,2
1200,1680.0,2.0,3.0,92.0,Bibvewadi,3
1201,1750.0,3.0,1.0,185.0,Bibvewadi,4
1202,720.0,1.0,2.0,28.0,Bibvewadi,1
1203,1655.0,3.0,2.0,113.0,Bibvewadi,3
1204,1354.0,2.0,2.0,71.0,Bibvewadi,2
1205,1660.0,3.0,1.0,110.0,Bibvewadi,3
1206,1360.0,2.0,2.0,73.0,Bibvewadi,3
1207,1150.0,2.0,2.0,45.0,Bibvewadi,2
1208,1477.0,2.0,1.0,69.5,Bibvewadi,3
1209,1075.0,2.0,1.0,53.0,Bopodi,2
1210,1050.0,2.0,1.0,32.0,Bopodi,2
1211,1253.0,2.0,1.0,102.0,Bopodi,2
1212,1875.0,3.0,2.0,165.0,Bopodi,3
1213,1975.0,3.0,3.0,150.0,Bopodi,3
1216,929.0,2.0,1.0,46.0,Bopodi,2
1217,1625.0,2.0,1.0,75.0,Bopodi,2
1218,1035.0,2.0,1.0,45.0,Bopodi,2
1220,900.0,1.0,0.0,45.0,Bopodi,2
1221,1010.0,2.0,1.0,40.39,Bopodi,2
1222,2038.5,3.0,0.0,120.0,Bopodi,3
1223,1200.0,3.0,2.0,68.5,Bopodi,3
1224,1258.0,2.0,2.0,115.0,Bopodi,2
1225,1068.0,2.0,1.0,40.05,Bopodi,2
1226,2017.0,3.0,2.0,125.0,Bopodi,3
1227,1112.0,2.0,2.0,40.0,Bopodi,2
1228,1720.0,3.0,2.0,100.0,Bopodi,3
1229,1196.0,2.0,2.0,51.51,Bopodi,2
1231,1850.0,3.0,2.0,146.0,Bopodi,3
1232,1255.0,2.0,1.0,77.68,Bopodi,3
1234,1091.0,2.0,1.0,32.0,Bopodi,2
1235,1045.0,2.0,3.0,60.0,Bopodi,2
1236,1520.0,2.0,1.0,103.0,Bopodi,3
1238,717.0,2.0,0.0,49.475,Bopodi,2
1239,1141.0,2.0,1.0,44.4,Bopodi,2
1240,1400.0,2.0,2.0,68.0,Bopodi,2
1241,650.0,1.0,1.0,23.0,Bopodi,1
1242,3216.0,4.0,1.0,226.0,Bopodi,4
1244,2072.0,4.0,2.0,147.0,Bopodi,3
1246,1444.0,2.0,2.0,70.0,Bopodi,2
1248,1253.0,2.0,1.0,52.66,Bopodi,2
1249,910.2,2.0,1.0,80.64,Bopodi,2
1250,2600.0,3.0,2.0,140.0,Bopodi,3
1251,2254.0,3.0,2.0,170.0,Bopodi,3
1252,1010.0,2.0,2.0,55.0,Bopodi,2
1254,1339.0,2.0,2.0,58.0,Bopodi,2
1255,1132.0,2.0,1.0,89.0,Bopodi,2
1256,1001.0,2.0,2.0,30.0,Bopodi,2
1257,700.0,2.0,1.0,34.99,Bopodi,2
1258,1095.0,2.0,2.0,38.33,Bopodi,2
1260,1655.0,3.0,1.0,113.0,Bopodi,3
1261,1276.0,2.0,2.0,75.0,Bopodi,2
1263,1852.0,3.0,2.0,130.0,Bopodi,3
1264,876.0,2.0,2.0,29.5,Bopodi,2
1265,1290.0,1.0,0.0,77.5,Bopodi,2
1266,3425.0,5.0,2.0,250.0,Bopodi,4
1267,1200.0,2.0,0.0,85.0,Bopodi,2
1270,1272.0,2.0,2.0,51.5,Bopodi,2
1272,1120.0,2.0,1.0,70.0,Bopodi,2
1274,3000.0,4.0,3.0,130.0,Bopodi,8
1276,800.0,1.0,0.0,72.0,Bopodi,1
1277,3600.0,7.0,3.0,160.0,Bopodi,7
1278,1380.0,3.0,3.0,130.0,Bopodi,3
1279,2625.0,3.0,3.0,175.0,Bopodi,3
1280,1230.0,2.0,1.0,58.0,Bopodi,2
1281,1000.0,2.0,1.0,63.0,Bopodi,2
1282,1183.0,2.0,2.0,58.56,Bopodi,2
1283,1564.0,3.0,2.0,100.0,Bopodi,3
1285,1163.0,2.0,2.0,64.08,Bopodi,2
1286,1295.0,2.0,2.0,43.9,Bopodi,2
1288,2439.0,4.0,3.0,190.0,Bopodi,4
1289,1180.0,2.0,1.0,105.0,Bopodi,2
1290,1050.0,2.0,1.0,51.0,Bopodi,2
1291,1475.0,3.0,1.0,80.0,Bopodi,3
1292,8000.0,5.0,3.0,550.0,Bopodi,5
1293,1200.0,4.0,1.0,110.0,Bopodi,4
1294,1053.0,2.0,1.0,53.0,Bopodi,2
1295,1691.0,3.0,2.0,100.0,Bopodi,3
1296,1205.0,2.0,1.0,47.0,Bopodi,2
1297,2030.0,2.0,1.0,182.0,Bopodi,3
1298,1400.0,3.0,1.0,90.0,Bopodi,3
1299,1258.0,2.0,1.0,85.5,Bopodi,2
1300,883.0,2.0,1.0,37.01,Bopodi,2
1301,1070.0,2.0,2.0,49.0,Bopodi,2
1302,1410.0,3.0,3.0,90.0,Bopodi,3
1303,2470.0,5.0,2.0,192.0,Bopodi,4
1304,1610.0,3.0,2.0,84.53,Bopodi,3
1305,1185.0,2.0,1.0,47.39,Bopodi,2
1306,1100.0,2.0,2.0,55.0,Bopodi,2
1307,1650.0,3.0,2.0,95.0,Bopodi,3
1308,1065.0,3.0,1.0,72.0,Bopodi,3
1309,1261.0,2.0,1.0,80.0,Bopodi,3
1310,1170.0,2.0,1.0,39.0,Bopodi,2
1312,1070.0,2.0,1.0,60.0,Bopodi,2
1314,1160.0,2.0,2.0,40.58,Bopodi,2
1316,1070.0,2.0,2.0,38.0,Bopodi,2
1317,1205.0,2.0,2.0,60.0,Bopodi,2
1320,1165.0,2.0,2.0,45.0,Bopodi,2
1321,1410.0,2.0,3.0,125.0,Bopodi,2
1322,900.0,2.0,1.0,75.0,Bopodi,2
1324,1420.0,2.0,0.0,120.0,Bopodi,2
1325,1000.0,2.0,1.0,38.0,Budhwar Peth,2
1326,782.0,2.0,2.0,55.68,Budhwar Peth,2
1329,1260.0,2.0,2.0,55.0,Budhwar Peth,2
1330,1196.0,2.0,2.0,94.42,Budhwar Peth,2
1331,1180.0,2.0,2.0,42.0,Budhwar Peth,2
1333,674.0,2.0,1.0,33.0,Budhwar Peth,2
1334,2072.0,4.0,2.0,142.0,Budhwar Peth,3
1335,1350.0,2.0,3.0,80.0,Budhwar Peth,2
1336,1397.0,3.0,3.0,105.0,Budhwar Peth,3
1338,1200.0,2.0,2.0,78.0,Budhwar Peth,2
1339,1195.0,2.0,1.0,42.0,Budhwar Peth,2
1340,500.0,1.0,1.0,17.0,Budhwar Peth,1
1341,1200.0,1.0,1.0,48.0,Budhwar Peth,1
1342,1135.0,2.0,2.0,58.0,Budhwar Peth,2
1343,3122.0,6.0,2.0,235.0,Budhwar Peth,4
1345,1198.0,2.0,1.0,84.0,Budhwar Peth,2
1346,1040.0,2.0,1.0,50.0,Budhwar Peth,2
